movieId,title,genres,plot
450,With Honors (1994),Comedy|Drama,"Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage."
451,Flesh and Bone (1993),Drama|Mystery|Romance,"Decades later, a son of a killer falls in love with a girl, whose family's horrifying murder he saw in childhood."
452,Widows' Peak (1994),Drama,"In 1934, an English widow moves to Widows' Peak, Ireland. She befriends other widows and the son of one. Hostility escalates between her and an Irish spinster."
453,For Love or Money (1993),Comedy,"Doug's a concierge at a luxury hotel on Manhattan. He saves all his tips towards his plan for a hotel. A potential investor seduces the girl, Doug loves, with false promises of leaving his wife. Doug's dilemma: hotel project or girl?"
454,"Firm, The (1993)",Drama|Thriller,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.
455,Free Willy (1993),Adventure|Children's|Drama,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale."
456,Fresh (1994),Drama,"Death and violence anger a twelve-year-old drug courier, who sets his employers against each other."
457,"Fugitive, The (1993)",Action|Thriller,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
458,Geronimo: An American Legend (1993),Drama|Western,The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.
459,"Getaway, The (1994)",Action,An ex-con and his devoted wife must flee from danger when a heist doesn't go as planned.
460,Getting Even with Dad (1994),Comedy,A thief's son cons his father into spending more time with him.
461,Go Fish (1994),Drama|Romance,A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago's lesbian community.
462,"Good Man in Africa, A (1994)",Action|Adventure,"In a West African nation, the womanizing British 1st Secretary of the High Commissioner deals with different issues."
463,Guilty as Sin (1993),Crime|Drama|Thriller,"A female lawyer takes an accused wife-murderer as a client, but finds herself morally compelled to betray him one way or another."
464,Hard Target (1993),Action|Adventure|Crime|Thriller,"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance."
465,Heaven & Earth (1993),Action|Drama|War,"During the Viet Nam War, a Viet Namese woman struggles hustling on the streets, where she comes face to face with those involved in the conflict around her."
466,Hot Shots! Part Deux (1993),Action|Comedy|War,"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams."
467,Live Nude Girls (1995),Comedy,"Georgina throws a sleepover party for her friend Jamie, a moderately successful actress, on the night of Jamie's fiancée's bachelor party. Jill, Jamie, Marcy, Rachel, and Georgina have been friends since childhood, and as the evening progresses they talk about a variety of topics: Georgina's heterosexual fantasies and her uncertainties about Chris, her live-in lover; Jamie's doubts and insecurities about marriage; and all of their attitudes toward sex and sexual fantasies."
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,"When an English cartographer must tell a Welsh village that their mountain is only a hill, the offended community sets out to change that."
469,"House of the Spirits, The (1993)",Drama|Romance,"A rancher, his clairvoyant wife and their family face turbulent years in South America in this adaptation of Isabel Allende's best-seller."
470,House Party 3 (1994),Comedy,"Kid, after a lifetime 'playing the field', is about to get married. 'Play' plans to throw the best bachelor party ever - until 'Kid's' three wise-crackin' nephews come to town, intent on showing them what parties are all about."
471,"Hudsucker Proxy, The (1994)",Comedy|Romance,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.
472,I'll Do Anything (1994),Comedy|Drama,"An aspiring actor has his life turned upside down when his ex-wife dumps off their bossy, wild daughter into his custody."
473,In the Army Now (1994),Comedy|War,Two misguided youths join the reserves to make some money for their entrepreneurial dreams. No sooner than they finish basic training are they called up to do their part to save the free world.
474,In the Line of Fire (1993),Action|Thriller,"Secret Service agent Frank Horrigan (Clint Eastwood) couldn't save Kennedy, but he's determined not to let a clever assassin take out this president."
475,In the Name of the Father (1993),Drama,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
476,"Inkwell, The (1994)",Comedy|Drama,"A shy, troubled young man who set his own house on fire and has an imaginary friend, is sent to a vineyard where he finds himself in the middle of his political-arguing, party-loving family and his love torn between two girls."
477,What's Love Got to Do with It? (1993),Drama,"The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner."
478,Jimmy Hollywood (1994),Comedy,"A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes criminals and turns them over to the police."
479,Judgment Night (1993),Action,Four friends taking a shortcut en route to a boxing match witness a murder which leaves them running for their lives.
480,Jurassic Park (1993),Action|Adventure|Sci-Fi,A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
481,Kalifornia (1993),Drama|Thriller,"A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself."
482,Killing Zoe (1994),Thriller,"The cab driver sets American Zed up with Zoe in his Paris hotel. Despite FFR1000 charged, she's an art student with day jobs e.g. bank. Safecracker Zed meets his junkie friend after 11 years to rob a bank."
483,King of the Hill (1993),Drama,A young boy struggles on his own in a run-down motel after his parents and younger brother are separated from him in 1930s Depression-era Midwest.
484,Lassie (1994),Adventure|Children's,"When a family of 4 moves from Baltimore to a farm in rural Virginia, they adopt an abandoned collie. The dog becomes the son's companion and protector, helping him adapt to rural life."
485,Last Action Hero (1993),Action|Comedy,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character."
486,Life with Mikey (1993),Comedy,A once-popular actor who now runs a talent agency specializing in child acts is trying to discover the next star. He gets more than he bargained for when he recruits a child pickpocket.
487,Lightning Jack (1994),Comedy|Western,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist."
488,M. Butterfly (1993),Drama,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks."
489,Made in America (1993),Comedy,"A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white."
490,Malice (1993),Thriller,"A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor."
491,"Man Without a Face, The (1993)",Drama,Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.
492,Manhattan Murder Mystery (1993),Comedy|Mystery,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.
493,Menace II Society (1993),Action|Crime|Drama,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.
494,Executive Decision (1996),Action|Thriller,"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation."
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship."
496,What Happened Was... (1994),Comedy|Drama|Romance,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night. As this 'first date' plays out, the audience is guided through a mental minefield of disappointment."
497,Much Ado About Nothing (1993),Comedy|Romance,"Young lovers Hero and Claudio, soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick and Beatrice to wed as well."
498,Mr. Jones (1993),Drama|Romance,"After being arrested during a manic episode, a man who suffers from bipolar disorder is treated by a psychiatrist who begins to develop romantic feelings towards him."
499,Mr. Wonderful (1993),Comedy|Romance,"In an attempt to end alimony payments, a working class man tries to set up his ex wife with potential husbands."
500,Mrs. Doubtfire (1993),Comedy,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife."
501,Naked (1993),Drama,"Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life."
502,"Next Karate Kid, The (1994)",Action|Children's,Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.
503,"New Age, The (1994)",Drama,"Episodic story about a yuppie couple who're going broke, and can't decide if they want to stay together - but openly sleep around and experiment with different lifestyles, or not."
504,No Escape (1994),Action|Sci-Fi,A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.
505,North (1994),Comedy,"Sick of the neglect he receives from his mom and dad, a young boy leaves home and travels the world in search of new parents."
506,Orlando (1993),Drama,"After Queen Elizabeth I commands him not to grow old, a young nobleman struggles with love and his place in the world."
507,"Perfect World, A (1993)",Action|Drama,"Kidnapped boy Phillip Perry (T.J. Lowther) strikes up a friendship with his captor Butch Haynes (Kevin Costner): an escaped convict on the run from the law, while the search is headed up by honorable Texas Ranger ""Red"" Garrett (Clint Eastwood)."
508,Philadelphia (1993),Drama,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
509,"Piano, The (1993)",Drama|Romance,"In the mid-19th century, a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation."
510,Poetic Justice (1993),Drama,"In this movie, we see the world through the eyes of main character Justice (Janet Jackson), a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run."
511,"Program, The (1993)",Action|Drama,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying."
512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,"The Earth is invaded by stingray-shaped alien ""slugs"" that ride on people's backs and control their minds."
513,Radioland Murders (1994),Comedy|Mystery|Romance,A series of mysterious crimes confuses existence of a radio network.
514,"Ref, The (1994)",Comedy,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve."
515,"Remains of the Day, The (1993)",Drama,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
516,Renaissance Man (1994),Comedy|Drama|War,A failed businessman is hired by the army to teach a group of underachieving recruits in order to help them pass basic training.
517,Rising Sun (1993),Action|Drama|Mystery,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham."
518,"Road to Wellville, The (1994)",Comedy,"A story about the ins and outs of one unusual health facility in the early twentieth century, run by the eccentric Dr. John Harvey Kellogg."
519,Robocop 3 (1993),Sci-Fi|Thriller,"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land."
520,Robin Hood: Men in Tights (1993),Comedy,"A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular."
521,Romeo Is Bleeding (1993),Crime|Thriller,"A womanizing, crooked cop on the payroll of the mafia is confronted with the reality of his double life after he is asked to kill a beautiful and ruthless Russian gangster."
522,Romper Stomper (1992),Action|Drama,A group of skinheads become alarmed at the way their neighbourhood is changing.
523,Ruby in Paradise (1993),Drama,A young woman struggles for independence and identity in a small Florida tourist town.
524,Rudy (1993),Drama,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.
525,"Saint of Fort Washington, The (1993)",Drama,A homeless schizophrenic seeks the help of a streetwise combat veteran as they attempt to overcome cruel life on the streets.
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,A bitter story of a young man's crisis.
527,Schindler's List (1993),Drama|War,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis."
528,"Scout, The (1994)",Drama,The story of a baseball scout who discovers a talented but troubled baseball player.
529,Searching for Bobby Fischer (1993),Drama,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.
530,Second Best (1994),Drama,"Graham, a lonely Welsh postal worker, adopts James, a troubled ten-year-old boy. Graham always wanted a son, but James loves his biological father too much to give Graham a chance. Will the two be able to accept each other as family?"
531,"Secret Garden, The (1993)",Children's|Drama,"A young, recently-orphaned girl is sent to England after living in India all of her life. Once there, she begins to explore her new, seemingly-isolated surroundings, and its secrets."
532,Serial Mom (1994),Comedy|Crime|Horror,"She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her children happy."
533,"Shadow, The (1994)",Action,"In 1930s New York City, The Shadow (Alec Baldwin) battles his nemesis, Shiwan Khan (John Lone), who is building an atomic bomb."
534,Shadowlands (1993),Drama|Romance,"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S."
535,Short Cuts (1993),Drama,The day-to-day lives of several suburban Los Angeles residents.
536,"Simple Twist of Fate, A (1994)",Drama,"His life was emotionally closed off from the world, until an orphaned baby showed up at his house."
537,Sirens (1994),Comedy|Drama,"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him."
538,Six Degrees of Separation (1993),Drama,"An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is."
539,Sleepless in Seattle (1993),Comedy|Romance,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.
540,Sliver (1993),Thriller,"A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets."
541,Blade Runner (1982),Film-Noir|Sci-Fi,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator."
542,Son in Law (1993),Comedy,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town."
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.
544,Striking Distance (1993),Action,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom."
545,Harlem (1993),Drama,"A young American woman is kidnapped by an Arabian sheik and held captive in his harem. At first she frantically tries to escape, but as they slowly get to know and appreciate each other the difference between captor and captive dissolves."
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world."
547,Surviving the Game (1994),Action|Adventure|Thriller,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey."
548,Terminal Velocity (1994),Action,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist."
550,Threesome (1994),Comedy|Romance,"A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?"
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,"France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country."
553,Tombstone (1993),Western,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
554,Trial by Jury (1994),Thriller,"Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done."
555,True Romance (1993),Action|Crime|Romance,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
556,"War Room, The (1993)",Documentary,A documentary of the Bill Clinton 1992 presidential campaign and the organization who ran it.
557,Mamma Roma (1962),Drama,"Having renounced her ignominious past, a former streetwalker reunites with her son. However, an extortion scheme endangers her aspirations for a decent bourgeois life. Can she protect him from the same snares that wounded her youth?"
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,"A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real-life."
559,"Paris, France (1993)",Comedy,"Lucy (Leslie Hope), her husband Michael (Victor Ertmanis), and their business partner William (Dan Left) are the owners of a small publishing company in Toronto. The stability of their lives are thrown into an emotional maelstrom with the arrival of Sloan (Peter Outerbrige), a former boxer-turned-writer whose first book (based on a serial killer) is about to be published by their company. Sloan gets in over his head when he embarks on a steamy affair with the sexually ravenous and frustrated Lucy, who longs to re-create her S&M-filled days in Paris gone by. But Sloan soon embarks on another affair of his own with the openly gay William which leads to sexual confusion for the writer. All in the while, Lucy's befuddled husband, Michael, slowly goes crazy over learning of his wife and business partner's dalliance with his client until he decides to join in on their bed-jumping as well."
560,"Beans of Egypt, Maine, The (1994)",Drama,"Reuben is a drinker and brawler who runs afoul of the law and lands a long prison term. He leaves behind Roberta (Kelly Lynch), his wife and mother of nine. Also part of the extended family is Beal (Patrick McGaw), who becomes Roberta's sometime lover and possesses the famous Bean short fuse. All this is observed by Earlene (Martha Plimpton), a neighbor under the thumb of a strict religious father. Her dad warns her against any contact, but, despite the Beans' crude ways, the young woman is drawn to them. Their earthiness, directness, and unity stand in sharp contrast to her oppressive family life."
561,Killer (Bulletproof Heart) (1994),Thriller,"A slick New York assassin accepts an unusual hit: a woman who not only is expecting him, but who is more than willing to be murdered."
562,Welcome to the Dollhouse (1995),Comedy|Drama,"An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey."
563,Germinal (1993),Drama,"In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them."
564,Chasers (1994),Comedy,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.
565,Cronos (1992),Horror,"A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path."
566,Naked in New York (1994),Comedy|Romance,"Jake meets Joanne in college. He's into theater, writing plays. She's into photography. They move in together etc. She meets Elliot, owner of a big gallery, works for him and things change."
567,Kika (1993),Drama,"Kika, a cute cosmetologist, prepares Ramon for funeral when he revives. He proposes to the much older Kika who has his dad as lover. Did Ramon's dad murder his mom? What about the escaped rapist and the PSYCHOlogist video reporter?"
568,Bhaji on the Beach (1993),Comedy|Drama,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The events of the day lead them to better mutual understanding and solidarity."
569,Little Big League (1994),Children's|Comedy,A young boy is bequeathed the ownership of a professional baseball team.
570,"Slingshot, The (K�disbellan ) (1993)",Comedy|Drama,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water."
571,"Wedding Gift, The (1994)",Drama,"The movie chronicles the struggles of Deric and Diana Longden, a happily married couple who try to cope with Diana's inexplicable degenerative disease which causes occasional paralysis of her extremities and periodic blackouts. One day, while attending a literary luncheon, Deric meets Aileen Armitage, a woman novelist with whom he strikes up a close friendship. Diana soon discover their relationship and calls Aileen, asking to meet her."
572,Foreign Student (1994),Drama,A French football playing exchange student falls in love.
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,A teacher must deal with the underworld of Naples and the family problems of his students.
574,Spanking the Monkey (1994),Comedy|Drama,"A med student is forced by his traveling salesman dad to cancel a top summer internship and look after his hot mom, who's bedridden with a broken leg. Applying lotion to her legs arouses him."
575,"Little Rascals, The (1994)",Children's|Comedy,"Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship."
576,Fausto (1993),Comedy,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, and falls in love with Tonie, the mechanic's daughter. He starts making outrageous suits for publicity and, after dressing Tonie, decides that he wants to be a famous couturier."
577,Andre (1994),Adventure|Children's,"The true story of how a seal named Andre befriended a little girl and her family, circa 1962."
578,"Hour of the Pig, The (1993)",Drama|Mystery,"In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is pushed to defend a pig, owned by the mysterious gypsy Samira. The pig has been arrested for the murder of a young boy."
579,"Scorta, La (1993)",Thriller,"A dedicated, tightly-knit group of bodyguards take on additional duties while safeguarding an honest judge designated to investigate official corruption in Sicily."
580,Princess Caraboo (1994),Drama,"A mysterious young woman speaking a strange language shows up in an English village, where she is taken in by aristocrats who assume she is a foreign princess"
581,"Celluloid Closet, The (1995)",Documentary,A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.
582,Metisse (Caf� au Lait) (1993),Comedy,"Lola is pregnant. But she does not know who the father is : Jamal, the black muslim, son of diplomats, or Felix, the pennyless jewish messenger. Jamal and Felix meet at Lola's, and the race begins."
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,Director Nanni Moretti takes a mordant look at Italian life through three antological vignettes presented as the chapters of an open diary.
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town."
585,"Brady Bunch Movie, The (1995)",Comedy,"The original 70s TV family is now placed in the 1990s, where they're even more square and out of place than ever."
586,Home Alone (1990),Children's|Comedy,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
587,Ghost (1990),Comedy|Romance|Thriller,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic."
588,Aladdin (1992),Animation|Children's|Comedy|Musical,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced and powerful cyborg."
590,Dances with Wolves (1990),Adventure|Drama|Western,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military."
591,Tough and Deadly (1995),Action|Drama|Thriller,"Elmo Freech is a private investigator and was contracted by John Portland, a CIA agent who suffers amnesia, in oder to reveale a dubious case of drug smuggling in which are involved big fishes of the CIA and from Washington."
592,Batman (1989),Action|Adventure|Crime|Drama,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker."
593,"Silence of the Lambs, The (1991)",Drama|Thriller,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
595,Beauty and the Beast (1991),Animation|Children's|Musical,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
596,Pinocchio (1940),Animation|Children's,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy."
597,Pretty Woman (1990),Comedy|Romance,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love."
598,Window to Paris (1994),Comedy,"Nikolay (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment of Gorokhov (Viktor Mikhalkov (I)). The room's previous inhabitant, an old lady, has died a year ago, and yet her cat, Maxi, is still in the locked room, healthy and fat. Soon, Nikolai and his neighbours discover the mystery: there is a window to Paris in the room. That's when the comedy begins - will the Russians be able to cope with the temptation to profit from the discovery?"
599,"Wild Bunch, The (1969)",Western,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
600,Love and a .45 (1994),Thriller,"A small time crook flees to Mexico to evade the authorities, loan sharks, and his murderous ex-partner with only his fiancé and a trusted Colt .45."
601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,"Emerging from the Chinese film renaissance of the 1990s (Raise the Red Lantern, Farewell My Concubine) this haunting folk tale set in rural China in the 1920s tells the story of a young woman forces to grieve the death of a man she was destined to marry. Combining astonishing visuals with intriguing plot turns, this moving drama is not to be missed. When the spirited Young Mistress (Wang Lan) is kidnapped on the way to her arranged wedding, the groom is killed in an explosion in an attempt to rescue her. The peasant charged with her care, Kui (Chang Shih) manages to free her but the groom's bitter mother forces the Young Mistress to honor her agreement by marrying a wooden statue of her son, and staying chaste. Director Jianxin Huang's fascinating exploration of forbidden love and rigid social hierarchy reveals a culture in turmoil, where tradition is taken to cruel extremes and young lovers may not survive."
602,"Great Day in Harlem, A (1994)",Documentary,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine."
603,"Bye Bye, Love (1995)",Comedy,"A story about the family breakup of three divorced men. The film presented their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men."
604,Criminals (1996),Documentary,Various persons suspected of crimes and criminals speak and confess straight into the camera.
605,One Fine Day (1996),Drama|Romance,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City."
606,Candyman: Farewell to the Flesh (1995),Horror,The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.
607,Century (1993),Drama,"Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of the institute, which foreshadows the dark side of the 20th century."
608,Fargo (1996),Crime|Drama|Thriller,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,"When adventurous pets Chance, Shadow and Sassy are accidentally separated from their vacationing owners, they're left to fend for themselves on the mean streets of San Francisco, in search for the ""golden bridge"" that will take them home."
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror."
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions."
612,"Pallbearer, The (1996)",Comedy,"A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town."
613,Jane Eyre (1996),Drama|Romance,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks employment outside of the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax."
614,Loaded (1994),Drama|Thriller,"Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, frustrated ambition and accusation, intimate details seep into the script and the gap between fact and fiction closes, foreshadowing later events. When the group decides to lift the mood with an Acid-inspired initiation, secret dreams and fears are revealed, and pent-up emotions released, with all their youthful intensity and passion."
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,Italian immigrant Nino steadfastly tries to become a member of Swiss Society no matter how awful his situation becomes.
